"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2004- 07- 20","1,112.00","1,098.75","1,114.75","1,095.75","661.96K","1.21%"
"2004- 07- 19","1,098.75","1,103.00","1,106.00","1,095.50","687.80K","-0.36%"
"2004- 07- 16","1,102.75","1,105.00","1,112.50","1,100.00","655.47K","-0.07%"
"2004- 07- 15","1,103.50","1,111.50","1,115.00","1,103.00","681.36K","-0.70%"
"2004- 07- 14","1,111.25","1,111.75","1,119.75","1,106.75","800.98K","-0.27%"
"2004- 07- 13","1,114.25","1,113.50","1,116.00","1,111.00","484.62K","0.07%"
"2004- 07- 12","1,113.50","1,113.75","1,116.25","1,106.00","660.83K","0.07%"
"2004- 07- 09","1,112.75","1,110.75","1,115.50","1,110.00","489.83K","0.18%"
"2004- 07- 08","1,110.75","1,117.50","1,119.25","1,108.00","733.94K","-0.65%"
"2004- 07- 07","1,118.00","1,115.00","1,122.00","1,113.50","518.03K","0.27%"
"2004- 07- 06","1,115.00","1,125.75","1,129.00","1,112.50","750.51K","-0.95%"
"2004- 07- 02","1,125.75","1,126.50","1,129.50","1,122.50","457.99K","-0.04%"
"2004- 07- 01","1,126.25","1,141.50","1,143.75","1,122.25","886.32K","-1.25%"
"2004- 06- 30","1,140.50","1,135.75","1,144.50","1,133.00","708.25K","0.42%"
"2004- 06- 29","1,135.75","1,132.00","1,138.50","1,127.75","515.74K","0.35%"
"2004- 06- 28","1,131.75","1,136.75","1,145.75","1,131.00","569.18K","-0.31%"
"2004- 06- 25","1,135.25","1,141.50","1,146.00","1,133.50","476.51K","-0.53%"
"2004- 06- 24","1,141.25","1,144.00","1,146.25","1,139.50","477.24K","-0.24%"
"2004- 06- 23","1,144.00","1,134.75","1,145.25","1,131.00","553.76K","0.79%"
"2004- 06- 22","1,135.00","1,129.25","1,135.75","1,123.75","585.31K","0.51%"
"2004- 06- 21","1,129.25","1,134.75","1,139.25","1,128.25","407.23K","-0.03%"
"2004- 06- 18","1,129.60","1,131.50","1,132.00","1,127.00","5.30K","-0.19%"
"2004- 06- 17","1,131.75","1,131.50","1,131.50","1,130.25","54.77K","-0.11%"
"2004- 06- 16","1,133.00","1,133.50","1,137.00","1,130.25","61.83K","-0.09%"
"2004- 06- 15","1,134.00","1,125.75","1,138.00","1,125.50","117.87K","0.76%"
"2004- 06- 14","1,125.50","1,134.75","1,135.00","1,122.00","109.84K","-0.73%"
"2004- 06- 11","1,133.75","1,136.25","1,137.00","1,132.75","4.57K","-0.24%"
"2004- 06- 10","1,136.50","1,131.75","1,137.00","1,128.50","184.99K","0.44%"
"2004- 06- 09","1,131.50","1,141.75","1,143.00","1,130.50","615.18K","-0.92%"
"2004- 06- 08","1,142.00","1,140.25","1,142.75","1,135.50","518.27K","0.15%"
"2004- 06- 07","1,140.25","1,122.50","1,142.00","1,122.50","578.50K","1.51%"
"2004- 06- 04","1,123.25","1,116.00","1,129.50","1,115.50","623.18K","0.74%"
"2004- 06- 03","1,115.00","1,125.25","1,126.00","1,114.50","613.53K","-0.93%"
"2004- 06- 02","1,125.50","1,121.25","1,128.50","1,118.25","570.29K","0.38%"
"2004- 06- 01","1,121.25","1,121.50","1,123.00","1,112.50","621.57K","0.09%"
"2004- 05- 28","1,120.25","1,122.25","1,123.75","1,117.50","359.81K","-0.22%"
"2004- 05- 27","1,122.75","1,116.00","1,124.50","1,114.50","706.75K","0.60%"
"2004- 05- 26","1,116.00","1,112.00","1,117.00","1,108.75","605.41K","0.31%"
"2004- 05- 25","1,112.50","1,096.50","1,113.75","1,090.00","914.62K","1.46%"
"2004- 05- 24","1,096.50","1,092.75","1,101.75","1,091.00","725.03K","0.37%"
"2004- 05- 21","1,092.50","1,090.00","1,099.75","1,088.75","674.78K","0.18%"
"2004- 05- 20","1,090.50","1,087.00","1,092.75","1,084.00","659.18K","0.35%"
"2004- 05- 19","1,086.75","1,090.75","1,105.75","1,085.75","1.03M","-0.32%"
"2004- 05- 18","1,090.25","1,085.25","1,094.50","1,084.50","644.99K","0.44%"
"2004- 05- 17","1,085.50","1,094.00","1,094.75","1,078.25","819.85K","-0.84%"
"2004- 05- 14","1,094.75","1,093.50","1,102.00","1,085.75","857.02K","0.09%"
"2004- 05- 13","1,093.75","1,098.50","1,102.50","1,090.75","868.30K","-0.46%"
"2004- 05- 12","1,098.75","1,092.50","1,099.75","1,075.25","1.19M","0.60%"
"2004- 05- 11","1,092.25","1,083.50","1,095.25","1,081.25","755.06K","0.81%"
"2004- 05- 10","1,083.50","1,095.00","1,097.00","1,078.00","1.23M","-1.10%"
"2004- 05- 07","1,095.50","1,113.00","1,117.00","1,094.50","986.63K","-1.57%"
"2004- 05- 06","1,113.00","1,122.00","1,122.25","1,104.75","782.29K","-0.80%"
"2004- 05- 05","1,122.00","1,115.50","1,124.50","1,112.50","665.02K","0.58%"
"2004- 05- 04","1,115.50","1,116.00","1,127.50","1,111.50","781.49K","-0.04%"
"2004- 05- 03","1,116.00","1,105.25","1,118.00","1,104.25","609.88K","0.90%"
"2004- 04- 30","1,106.00","1,113.25","1,119.00","1,103.75","817.53K","-0.72%"
"2004- 04- 29","1,114.00","1,123.00","1,128.00","1,106.50","1.15M","-0.85%"
"2004- 04- 28","1,123.50","1,138.00","1,138.25","1,120.00","837.19K","-1.27%"
"2004- 04- 27","1,138.00","1,137.75","1,146.25","1,134.75","743.86K","0.00%"
"2004- 04- 26","1,138.00","1,138.25","1,144.25","1,131.00","554.09K","-0.13%"
"2004- 04- 23","1,139.50","1,140.00","1,142.25","1,133.25","515.76K","0.24%"
"2004- 04- 22","1,136.75","1,124.00","1,142.00","1,118.25","848.34K","1.27%"
"2004- 04- 21","1,122.50","1,115.50","1,124.75","1,114.25","861.18K","0.72%"
"2004- 04- 20","1,114.50","1,133.50","1,138.50","1,113.25","774.37K","-1.70%"
"2004- 04- 19","1,133.75","1,132.50","1,135.25","1,128.25","507.41K","-0.02%"
"2004- 04- 16","1,134.00","1,124.50","1,136.00","1,122.00","681.19K","0.80%"
"2004- 04- 15","1,125.00","1,129.25","1,133.50","1,119.00","880.21K","-0.42%"
"2004- 04- 14","1,129.75","1,128.00","1,132.00","1,120.75","972.97K","0.13%"
"2004- 04- 13","1,128.25","1,144.25","1,150.00","1,126.25","828.30K","-1.38%"
"2004- 04- 12","1,144.00","1,139.00","1,146.50","1,136.00","384.11K","0.39%"
"2004- 04- 08","1,139.50","1,142.25","1,154.50","1,133.00","640.09K","-0.24%"
"2004- 04- 07","1,142.25","1,144.50","1,146.50","1,137.00","632.45K","-0.22%"
"2004- 04- 06","1,144.75","1,148.25","1,148.50","1,141.50","469.55K","-0.30%"
"2004- 04- 05","1,148.25","1,141.00","1,149.50","1,138.00","479.67K","0.55%"
"2004- 04- 02","1,142.00","1,133.25","1,145.00","1,132.00","773.29K","0.75%"
"2004- 04- 01","1,133.50","1,127.25","1,134.75","1,123.50","640.57K","0.76%"
"2004- 03- 31","1,125.00","1,126.00","1,129.75","1,119.75","693.65K","-0.09%"
"2004- 03- 30","1,126.00","1,121.75","1,126.75","1,117.50","562.09K","0.38%"
"2004- 03- 29","1,121.75","1,106.00","1,123.50","1,106.00","669.92K","1.42%"
"2004- 03- 26","1,106.00","1,106.25","1,114.00","1,104.25","554.18K","0.00%"
"2004- 03- 25","1,106.00","1,091.75","1,109.25","1,090.00","664.86K","1.33%"
"2004- 03- 24","1,091.50","1,091.50","1,097.50","1,084.75","827.57K","0.02%"
"2004- 03- 23","1,091.25","1,093.25","1,100.25","1,089.75","753.98K","-0.18%"
"2004- 03- 22","1,093.25","1,107.50","1,107.50","1,087.50","972.31K","-2.40%"
"2004- 03- 19","1,120.18","1,124.75","1,128.00","1,122.00","3.61K","-0.36%"
"2004- 03- 18","1,124.25","1,123.75","1,126.75","1,112.75","54.85K","0.04%"
"2004- 03- 17","1,123.75","1,111.75","1,126.00","1,110.75","57.21K","1.10%"
"2004- 03- 16","1,111.50","1,106.50","1,114.25","1,102.50","58.43K","0.47%"
"2004- 03- 15","1,106.25","1,117.50","1,122.00","1,102.50","67.43K","-1.16%"
"2004- 03- 12","1,119.25","1,105.75","1,120.75","1,102.25","119.45K","1.24%"
"2004- 03- 11","1,105.50","1,120.25","1,126.50","1,104.50","306.87K","-1.32%"
"2004- 03- 10","1,120.25","1,139.50","1,141.75","1,119.50","930.48K","-1.69%"
"2004- 03- 09","1,139.50","1,144.00","1,147.00","1,136.25","777.89K","-0.39%"
"2004- 03- 08","1,144.00","1,158.00","1,160.00","1,143.25","644.67K","-1.19%"
"2004- 03- 05","1,157.75","1,153.25","1,163.75","1,146.50","1.08M","0.30%"
"2004- 03- 04","1,154.25","1,150.50","1,155.25","1,149.25","410.54K","0.30%"
"2004- 03- 03","1,150.75","1,149.25","1,152.75","1,143.25","640.85K","0.15%"
"2004- 03- 02","1,149.00","1,155.50","1,156.75","1,146.50","588.49K","-0.56%"
"2004- 03- 01","1,155.50","1,144.25","1,157.50","1,144.25","533.98K","0.96%"
"2004- 02- 27","1,144.50","1,143.75","1,152.00","1,140.50","593.10K","0.11%"
"2004- 02- 26","1,143.25","1,143.25","1,147.25","1,137.75","528.71K","0.02%"
"2004- 02- 25","1,143.00","1,139.00","1,145.00","1,137.00","556.90K","0.40%"
"2004- 02- 24","1,138.50","1,140.50","1,144.25","1,133.25","742.24K","-0.13%"
"2004- 02- 23","1,140.00","1,144.00","1,147.50","1,136.00","611.03K","-0.33%"
"2004- 02- 20","1,143.75","1,146.75","1,151.00","1,137.75","686.76K","-0.31%"
"2004- 02- 19","1,147.25","1,151.25","1,158.50","1,145.25","645.78K","-0.35%"
"2004- 02- 18","1,151.25","1,156.50","1,158.75","1,148.25","534.79K","-0.45%"
"2004- 02- 17","1,156.50","1,145.50","1,158.75","1,145.25","472.65K","0.94%"
"2004- 02- 13","1,145.75","1,151.50","1,156.75","1,142.00","534.26K","-0.46%"
"2004- 02- 12","1,151.00","1,155.25","1,157.50","1,150.50","447.64K","-0.37%"
"2004- 02- 11","1,155.25","1,143.25","1,158.75","1,141.25","735.27K","1.05%"
"2004- 02- 10","1,143.25","1,140.25","1,146.75","1,137.50","506.46K","0.29%"
"2004- 02- 09","1,140.00","1,139.25","1,143.75","1,137.75","472.03K","0.09%"
"2004- 02- 06","1,139.00","1,126.75","1,142.00","1,125.00","646.60K","1.11%"
"2004- 02- 05","1,126.50","1,123.75","1,130.25","1,122.50","579.92K","0.22%"
"2004- 02- 04","1,124.00","1,133.00","1,133.50","1,122.00","771.93K","-0.79%"
"2004- 02- 03","1,133.00","1,134.50","1,136.50","1,129.50","594.48K","-0.13%"
"2004- 02- 02","1,134.50","1,130.25","1,142.25","1,126.50","675.58K","0.40%"
"2004- 01- 30","1,130.00","1,131.00","1,132.25","1,126.00","585.39K","-0.02%"
"2004- 01- 29","1,130.25","1,128.50","1,133.75","1,120.75","886.22K","0.09%"
"2004- 01- 28","1,129.25","1,142.25","1,148.00","1,124.75","821.90K","-1.16%"
"2004- 01- 27","1,142.50","1,154.25","1,154.75","1,142.00","655.55K","-1.02%"
"2004- 01- 26","1,154.25","1,140.00","1,155.00","1,138.00","588.07K","1.23%"
"2004- 01- 23","1,140.25","1,141.75","1,149.25","1,135.25","641.86K","-0.33%"
"2004- 01- 22","1,144.00","1,146.00","1,149.25","1,141.50","556.58K","-0.17%"
"2004- 01- 21","1,146.00","1,137.25","1,148.75","1,132.75","683.62K","0.75%"
"2004- 01- 20","1,137.50","1,137.75","1,142.25","1,134.00","563.15K","-0.04%"
"2004- 01- 16","1,138.00","1,133.00","1,139.00","1,132.00","574.80K","0.42%"
"2004- 01- 15","1,133.25","1,129.75","1,136.50","1,123.00","876.17K","0.18%"
"2004- 01- 14","1,131.25","1,121.25","1,132.50","1,119.25","530.13K","0.89%"
"2004- 01- 13","1,121.25","1,128.25","1,129.25","1,113.75","739.98K","-0.62%"
"2004- 01- 12","1,128.25","1,119.50","1,128.50","1,118.25","636.42K","0.74%"
"2004- 01- 09","1,120.00","1,129.50","1,131.00","1,119.00","870.23K","-0.84%"
"2004- 01- 08","1,129.50","1,125.50","1,130.50","1,123.75","655.25K","0.36%"
"2004- 01- 07","1,125.50","1,121.75","1,126.75","1,114.75","623.74K","0.31%"
"2004- 01- 06","1,122.00","1,119.75","1,123.50","1,115.50","520.27K","0.18%"
"2004- 01- 05","1,120.00","1,108.75","1,121.50","1,108.75","609.54K","0.99%"
"2004- 01- 02","1,109.00","1,111.00","1,118.00","1,103.50","452.89K","-0.14%"
"2003- 12- 31","1,110.50","1,107.75","1,111.50","1,104.75","322.53K","0.25%"
"2003- 12- 30","1,107.75","1,107.75","1,109.00","1,105.00","218.43K","0.00%"
"2003- 12- 29","1,107.75","1,093.50","1,109.25","1,093.00","301.48K","1.30%"
"2003- 12- 26","1,093.50","1,093.50","1,097.00","1,092.50","68.12K","0.05%"
"2003- 12- 24","1,093.00","1,093.50","1,095.25","1,089.50","94.67K","-0.05%"
"2003- 12- 23","1,093.50","1,092.50","1,095.75","1,090.25","267.67K","0.07%"
"2003- 12- 22","1,092.75","1,082.50","1,093.00","1,080.50","292.58K","0.10%"
"2003- 12- 19","1,091.61","1,090.00","1,092.25","1,088.75","4.92K","0.12%"
"2003- 12- 18","1,090.25","1,078.00","1,097.75","1,076.50","29.30K","1.18%"
"2003- 12- 17","1,077.50","1,074.25","1,078.00","1,070.75","25.30K","0.23%"
"2003- 12- 16","1,075.00","1,069.00","1,076.00","1,067.25","25.30K","0.58%"
"2003- 12- 15","1,068.75","1,087.25","1,090.25","1,067.75","76.64K","-0.49%"
"2003- 12- 12","1,074.00","1,074.25","1,075.00","1,067.00","57.16K","0.16%"
"2003- 12- 11","1,072.25","1,060.50","1,074.00","1,059.25","148.19K","1.08%"
"2003- 12- 10","1,060.75","1,060.75","1,063.00","1,053.00","636.59K","0.02%"
"2003- 12- 09","1,060.50","1,069.25","1,072.75","1,058.75","680.49K","-0.80%"
"2003- 12- 08","1,069.00","1,061.00","1,069.50","1,057.75","498.54K","0.64%"
"2003- 12- 05","1,062.25","1,067.00","1,068.75","1,059.50","638.12K","-0.68%"
"2003- 12- 04","1,069.50","1,064.75","1,070.50","1,062.75","574.76K","0.42%"
"2003- 12- 03","1,065.00","1,066.50","1,074.25","1,064.25","677.05K","-0.19%"
"2003- 12- 02","1,067.00","1,069.00","1,071.00","1,064.25","564.85K","-0.19%"
"2003- 12- 01","1,069.00","1,059.00","1,070.50","1,055.75","663.17K","1.06%"
"2003- 11- 28","1,057.75","1,057.25","1,060.25","1,053.75","135.44K","0.09%"
"2003- 11- 26","1,056.75","1,053.00","1,058.50","1,047.25","480.65K","0.33%"
"2003- 11- 25","1,053.25","1,049.50","1,057.75","1,047.50","562.94K","0.36%"
"2003- 11- 24","1,049.50","1,035.75","1,051.50","1,035.25","658.52K","1.28%"
"2003- 11- 21","1,036.25","1,031.75","1,037.00","1,030.25","534.01K","0.41%"
"2003- 11- 20","1,032.00","1,041.25","1,046.25","1,031.00","797.59K","-0.86%"
"2003- 11- 19","1,041.00","1,033.00","1,043.75","1,031.00","644.05K","0.80%"
"2003- 11- 18","1,032.75","1,043.25","1,048.50","1,031.00","773.55K","-1.03%"
"2003- 11- 17","1,043.50","1,048.00","1,048.00","1,034.25","686.50K","-0.52%"
"2003- 11- 14","1,049.00","1,058.25","1,064.25","1,047.00","649.70K","-0.85%"
"2003- 11- 13","1,058.00","1,056.75","1,060.00","1,052.00","575.63K","0.09%"
"2003- 11- 12","1,057.00","1,045.25","1,059.00","1,044.50","645.53K","1.08%"
"2003- 11- 11","1,045.75","1,046.25","1,047.75","1,041.50","403.19K","-0.05%"
"2003- 11- 10","1,046.25","1,051.25","1,053.75","1,044.25","495.92K","-0.40%"
"2003- 11- 07","1,050.50","1,058.25","1,064.50","1,050.00","614.11K","-0.76%"
"2003- 11- 06","1,058.50","1,053.75","1,058.75","1,045.25","618.28K","0.47%"
"2003- 11- 05","1,053.50","1,052.25","1,054.50","1,043.25","556.44K","0.12%"
"2003- 11- 04","1,052.25","1,054.25","1,057.00","1,050.00","554.81K","-0.19%"
"2003- 11- 03","1,054.25","1,047.25","1,060.50","1,046.50","609.97K","0.45%"
"2003- 10- 31","1,049.50","1,048.50","1,052.25","1,046.50","452.37K","0.10%"
"2003- 10- 30","1,048.50","1,046.00","1,054.50","1,042.25","744.51K","0.22%"
"2003- 10- 29","1,046.25","1,044.25","1,048.75","1,040.00","569.84K","0.14%"
"2003- 10- 28","1,044.75","1,030.00","1,046.00","1,029.75","648.86K","1.36%"
"2003- 10- 27","1,030.75","1,028.25","1,036.75","1,027.25","541.23K","0.07%"
"2003- 10- 24","1,030.00","1,028.25","1,030.25","1,016.25","644.04K","0.15%"
"2003- 10- 23","1,028.50","1,029.75","1,034.50","1,019.75","693.85K","-0.19%"
"2003- 10- 22","1,030.50","1,043.75","1,044.25","1,026.50","682.95K","-1.25%"
"2003- 10- 21","1,043.50","1,045.25","1,049.50","1,040.75","572.80K","-0.17%"
"2003- 10- 20","1,045.25","1,037.50","1,045.50","1,034.25","549.40K","0.72%"
"2003- 10- 17","1,037.75","1,047.75","1,052.00","1,034.75","608.79K","-1.10%"
"2003- 10- 16","1,049.25","1,043.00","1,052.25","1,041.25","733.69K","0.45%"
"2003- 10- 15","1,044.50","1,048.25","1,055.75","1,041.50","661.44K","-0.29%"
"2003- 10- 14","1,047.50","1,044.50","1,049.50","1,039.00","567.50K","0.29%"
"2003- 10- 13","1,044.50","1,040.50","1,048.00","1,039.50","307.18K","0.38%"
"2003- 10- 10","1,040.50","1,037.75","1,042.50","1,034.00","503.35K","0.19%"
"2003- 10- 09","1,038.50","1,035.00","1,047.25","1,033.00","771.55K","0.34%"
"2003- 10- 08","1,035.00","1,037.75","1,039.75","1,029.00","658.01K","-0.22%"
"2003- 10- 07","1,037.25","1,033.50","1,038.25","1,024.25","834.75K","0.36%"
"2003- 10- 06","1,033.50","1,027.00","1,035.00","1,026.25","332.46K","0.49%"
"2003- 10- 03","1,028.50","1,019.50","1,038.00","1,018.00","831.49K","0.88%"
"2003- 10- 02","1,019.50","1,016.25","1,021.00","1,011.50","727.23K","0.30%"
"2003- 10- 01","1,016.50","995.00","1,017.00","995.00","915.51K","2.26%"
"2003- 09- 30","994.00","1,003.75","1,005.00","987.75","1.00M","-1.02%"
"2003- 09- 29","1,004.25","995.25","1,005.50","992.75","756.87K","0.98%"
"2003- 09- 26","994.50","997.75","1,002.00","994.00","745.03K","-0.33%"
"2003- 09- 25","997.75","1,007.25","1,014.50","997.25","805.26K","-0.94%"
"2003- 09- 24","1,007.25","1,025.50","1,028.25","1,006.25","923.22K","-1.78%"
"2003- 09- 23","1,025.50","1,021.25","1,028.50","1,019.25","623.75K","0.42%"
"2003- 09- 22","1,021.25","1,031.75","1,031.75","1,015.75","752.27K","-1.77%"
"2003- 09- 19","1,039.60","1,039.25","1,041.75","1,036.50","4.18K","0.03%"
"2003- 09- 18","1,039.25","1,027.00","1,040.50","1,025.50","34.46K","1.17%"
"2003- 09- 17","1,027.25","1,029.25","1,031.50","1,024.25","34.79K","-0.22%"
"2003- 09- 16","1,029.50","1,015.25","1,030.00","1,010.00","57.66K","1.48%"
"2003- 09- 15","1,014.50","1,019.00","1,020.75","1,013.50","55.43K","-0.34%"
"2003- 09- 12","1,018.00","1,017.00","1,020.00","1,007.00","86.94K","0.12%"
"2003- 09- 11","1,016.75","1,013.75","1,021.25","1,010.75","162.05K","0.32%"
"2003- 09- 10","1,013.50","1,023.25","1,024.25","1,009.25","773.69K","-1.03%"
"2003- 09- 09","1,024.00","1,031.00","1,034.75","1,020.50","621.68K","-0.63%"
"2003- 09- 08","1,030.50","1,021.75","1,032.75","1,021.25","671.76K","0.81%"
"2003- 09- 05","1,022.25","1,029.00","1,029.75","1,017.75","661.74K","-0.58%"
"2003- 09- 04","1,028.25","1,027.00","1,029.50","1,021.25","577.26K","0.12%"
"2003- 09- 03","1,027.00","1,022.00","1,029.75","1,020.25","761.14K","0.49%"
"2003- 09- 02","1,022.00","1,008.25","1,022.75","1,004.50","820.28K","1.41%"
"2003- 08- 29","1,007.75","1,001.25","1,009.25","999.00","370.48K","0.65%"
"2003- 08- 28","1,001.25","995.25","1,004.00","990.25","434.53K","0.55%"
"2003- 08- 27","995.75","995.75","997.75","992.50","318.61K","0.03%"
"2003- 08- 26","995.50","993.75","998.00","982.50","653.62K","0.18%"
"2003- 08- 25","993.75","991.75","994.25","987.00","404.56K","0.13%"
"2003- 08- 22","992.50","1,002.25","1,012.25","991.75","600.58K","-0.95%"
"2003- 08- 21","1,002.00","999.00","1,009.50","998.25","606.18K","0.30%"
"2003- 08- 20","999.00","1,001.75","1,003.25","995.75","404.41K","-0.40%"
"2003- 08- 19","1,003.00","998.75","1,003.50","994.25","471.44K","0.43%"
"2003- 08- 18","998.75","990.00","1,000.25","989.75","377.71K","0.83%"
"2003- 08- 15","990.50","979.75","992.50","973.25","311.44K","0.28%"
"2003- 08- 14","987.75","984.25","991.75","979.25","546.66K","0.30%"
"2003- 08- 13","984.75","989.50","993.50","979.75","498.77K","-0.53%"
"2003- 08- 12","990.00","981.25","990.50","978.75","474.33K","0.89%"
"2003- 08- 11","981.25","978.00","984.75","972.75","487.37K","0.33%"
"2003- 08- 08","978.00","974.00","980.00","972.25","471.86K","0.36%"
"2003- 08- 07","974.50","965.00","975.25","962.00","652.92K","0.98%"
"2003- 08- 06","965.00","959.00","975.25","958.50","722.59K","0.57%"
"2003- 08- 05","959.50","980.25","982.25","958.25","716.13K","-2.12%"
"2003- 08- 04","980.25","979.25","985.00","964.75","704.29K","0.08%"
"2003- 08- 01","979.50","988.75","992.75","977.00","620.18K","-0.99%"
"2003- 07- 31","989.25","986.25","1,004.00","985.50","850.84K","0.28%"
"2003- 07- 30","986.50","988.75","993.75","984.00","560.64K","-0.25%"
"2003- 07- 29","989.00","993.75","998.00","981.50","817.55K","-0.50%"
"2003- 07- 28","994.00","998.00","1,000.50","991.50","674.47K","-0.28%"
"2003- 07- 25","996.75","979.00","997.75","975.00","700.56K","1.68%"
"2003- 07- 24","980.25","987.25","998.25","978.75","737.46K","-0.73%"
"2003- 07- 23","987.50","987.75","991.00","977.75","601.02K","0.08%"
"2003- 07- 22","986.75","977.50","989.50","974.25","820.05K","0.89%"
"2003- 07- 21","978.00","991.25","992.25","973.50","657.73K","-1.26%"
"2003- 07- 18","990.50","982.00","993.25","977.50","538.65K","0.99%"
"2003- 07- 17","980.75","993.75","994.00","976.75","741.06K","-1.43%"
"2003- 07- 16","995.00","1,002.50","1,007.25","987.50","682.84K","-0.60%"
"2003- 07- 15","1,001.00","1,002.25","1,011.00","995.00","708.55K","-0.15%"
"2003- 07- 14","1,002.50","997.25","1,014.75","996.00","771.55K","0.53%"
"2003- 07- 11","997.25","988.75","1,000.25","985.25","585.79K","0.86%"
"2003- 07- 10","988.75","999.50","1,000.00","982.00","710.30K","-1.22%"
"2003- 07- 09","1,001.00","1,007.25","1,010.00","996.00","657.39K","-0.65%"
"2003- 07- 08","1,007.50","1,002.75","1,008.50","997.25","571.30K","0.50%"
"2003- 07- 07","1,002.50","983.75","1,005.00","983.25","600.53K","2.04%"
"2003- 07- 03","982.50","993.00","994.25","974.50","433.12K","-1.06%"
"2003- 07- 02","993.00","981.50","993.75","981.25","585.59K","1.20%"
"2003- 07- 01","981.25","972.75","982.50","960.25","839.56K","0.82%"
"2003- 06- 30","973.25","974.50","982.75","971.00","625.85K","0.00%"
"2003- 06- 27","973.25","983.75","988.00","972.00","575.97K","-1.04%"
"2003- 06- 26","983.50","971.50","986.25","971.25","671.39K","1.18%"
"2003- 06- 25","972.00","981.75","990.25","970.00","753.41K","-0.97%"
"2003- 06- 24","981.50","981.00","986.75","977.00","697.29K","0.05%"
"2003- 06- 23","981.00","992.25","992.75","975.50","592.92K","-2.05%"
"2003- 06- 20","1,001.56","995.50","1,003.50","994.25","4.36K","0.63%"
"2003- 06- 19","995.25","1,009.25","1,014.25","993.00","43.02K","-1.41%"
"2003- 06- 18","1,009.50","1,008.75","1,015.50","1,004.00","26.69K","-0.12%"
"2003- 06- 17","1,010.75","1,010.25","1,016.75","1,006.50","41.03K","0.02%"
"2003- 06- 16","1,010.50","989.00","1,011.25","986.50","66.21K","2.10%"
"2003- 06- 13","989.75","999.75","1,002.25","983.75","55.63K","-1.07%"
"2003- 06- 12","1,000.50","997.00","1,004.50","990.25","145.39K","0.33%"
"2003- 06- 11","997.25","986.50","998.25","981.75","740.47K","1.06%"
"2003- 06- 10","986.75","977.00","987.00","976.25","574.08K","1.00%"
"2003- 06- 09","977.00","986.25","992.00","972.25","708.83K","-1.09%"
"2003- 06- 06","987.75","990.50","1,008.50","986.00","889.04K","-0.30%"
"2003- 06- 05","990.75","986.00","991.25","977.50","769.69K","0.46%"
"2003- 06- 04","986.25","972.50","988.00","970.25","786.90K","1.44%"
"2003- 06- 03","972.25","966.75","973.25","963.50","701.73K","0.41%"
"2003- 06- 02","968.25","963.75","979.50","963.50","876.32K","0.52%"
"2003- 05- 30","963.25","949.00","966.00","948.25","635.39K","1.47%"
"2003- 05- 29","949.25","951.50","962.25","945.75","741.75K","-0.29%"
"2003- 05- 28","952.00","949.50","959.50","948.75","658.45K","0.26%"
"2003- 05- 27","949.50","932.25","953.25","927.00","620.98K","1.85%"
"2003- 05- 23","932.25","930.50","935.25","926.50","366.15K","0.16%"
"2003- 05- 22","930.75","922.50","935.50","919.75","615.74K","0.95%"
"2003- 05- 21","922.00","919.75","924.25","913.25","817.48K","0.30%"
"2003- 05- 20","919.25","922.50","925.75","911.25","771.58K","-0.35%"
"2003- 05- 19","922.50","941.75","941.75","919.50","629.15K","-2.30%"
"2003- 05- 16","944.25","945.75","949.75","938.00","494.99K","-0.21%"
"2003- 05- 15","946.25","940.00","948.75","938.00","638.93K","0.64%"
"2003- 05- 14","940.25","942.50","948.25","934.50","603.26K","-0.27%"
"2003- 05- 13","942.75","943.75","947.25","938.25","566.81K","-0.16%"
"2003- 05- 12","944.25","933.25","946.75","928.25","590.99K","1.29%"
"2003- 05- 09","932.25","920.25","933.50","919.25","522.71K","1.28%"
"2003- 05- 08","920.50","929.00","929.25","918.25","733.73K","-0.97%"
"2003- 05- 07","929.50","934.50","937.00","925.25","650.83K","-0.56%"
"2003- 05- 06","934.75","925.75","939.50","924.25","716.17K","0.92%"
"2003- 05- 05","926.25","927.00","933.50","923.50","588.04K","-0.13%"
"2003- 05- 02","927.50","916.75","930.25","910.75","593.44K","1.37%"
"2003- 05- 01","915.00","915.50","916.00","900.50","276.33K","-0.11%"
"2003- 04- 30","916.00","916.25","921.50","910.00","708.68K","0.00%"
"2003- 04- 29","916.00","913.25","923.75","909.75","764.86K","0.27%"
"2003- 04- 28","913.50","899.00","918.00","895.25","651.70K","1.67%"
"2003- 04- 25","898.50","909.75","912.75","896.00","538.21K","-1.24%"
"2003- 04- 24","909.75","917.50","918.50","905.50","594.37K","-0.84%"
"2003- 04- 23","917.50","910.25","919.50","908.50","605.93K","0.88%"
"2003- 04- 22","909.50","892.50","912.00","885.00","818.67K","1.85%"
"2003- 04- 21","893.00","893.00","897.75","886.75","472.42K","0.20%"
"2003- 04- 17","891.25","879.50","893.50","877.75","507.68K","1.42%"
"2003- 04- 16","878.75","896.25","903.50","876.50","664.04K","-1.68%"
"2003- 04- 15","893.75","886.50","894.00","880.00","604.34K","0.87%"
"2003- 04- 14","886.00","871.00","886.50","865.50","544.17K","2.04%"
"2003- 04- 11","868.25","871.75","883.50","864.75","593.58K","-0.40%"
"2003- 04- 10","871.75","867.00","872.50","861.50","559.97K","0.58%"
"2003- 04- 09","866.75","878.50","887.25","864.25","833.41K","-1.31%"
